year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2019,46003,36119,362,Aurora County,Westchester County
2019,45017,46003,398,Calhoun County,Aurora County
2019,08115,46003,791,Sedgwick County,Aurora County
2020,46003,17125,106,Aurora County,Mason County
2020,46003,39001,973,Aurora County,Adams County
2018,33009,46093,511,Grafton County,Meade County
2018,46093,19001,820,Meade County,Adair County
2018,20209,46093,32,Wyandotte County,Meade County
2018,46093,02150,468,Meade County,Kodiak Island Borough
2018,51163,46093,665,Rockbridge County,Meade County
2019,46093,31053,829,Meade County,Dodge County
2019,46093,42073,11,Meade County,Lawrence County
2020,18079,46093,488,Jennings County,Meade County
2020,72153,46093,796,Yauco Municipio,Meade County
2020,46093,39025,68,Meade County,Clermont County
2020,30101,46093,704,Toole County,Meade County
2018,46013,04011,749,Brown County,Greenlee County
2018,46013,06001,384,Brown County,Alameda County
2018,46013,01019,887,Brown County,Cherokee County
2019,46013,19195,920,Brown County,Worth County
2019,46013,04011,514,Brown County,Greenlee County
2019,23017,46013,525,Oxford County,Brown County
2019,46013,22033,48,Brown County,East Baton Rouge Parish
2019,54083,46013,25,Randolph County,Brown County
2020,46013,40021,32,Brown County,Cherokee County
2020,42091,46013,983,Montgomery County,Brown County
2020,46013,56005,264,Brown County,Campbell County
2018,46129,51083,744,Walworth County,Halifax County
2018,02220,46129,674,Sitka City and Borough,Walworth County
2018,46129,02090,662,Walworth County,Fairbanks North Star Borough
2018,12009,46129,821,Brevard County,Walworth County
2019,39137,46129,220,Putnam County,Walworth County
2019,22025,46129,863,Catahoula Parish,Walworth County
2019,56027,46129,869,Niobrara County,Walworth County
2020,06093,46129,416,Siskiyou County,Walworth County
2020,39009,46129,222,Athens County,Walworth County
2020,56001,46129,327,Albany County,Walworth County
2018,46035,18089,150,Davison County,Lake County
2018,26037,46035,331,Clinton County,Davison County
2018,46035,49053,370,Davison County,Washington County
2018,50003,46035,160,Bennington County,Davison County
2018,53067,46035,373,Thurston County,Davison County
2019,13061,46035,858,Clay County,Davison County
2019,46035,40133,252,Davison County,Seminole County
2019,22073,46035,769,Ouachita Parish,Davison County
2020,46035,16017,34,Davison County,Bonner County
2020,17061,46035,92,Greene County,Davison County
2018,06105,46027,438,Trinity County,Clay County
2018,46027,30089,528,Clay County,Sanders County
2018,46027,05123,624,Clay County,St. Francis County
2019,46027,19129,312,Clay County,Mills County
2019,54025,46027,923,Greenbrier County,Clay County
2019,46027,47091,63,Clay County,Johnson County
2019,21111,46027,374,Jefferson County,Clay County
2020,46027,26021,139,Clay County,Berrien County
2020,06011,46027,877,Colusa County,Clay County
2020,46027,36115,80,Clay County,Washington County
2018,46137,24035,653,Ziebach County,Queen Anne's County
2018,46137,50023,88,Ziebach County,Washington County
2018,46137,48371,653,Ziebach County,Pecos County
2018,46137,56017,450,Ziebach County,Hot Springs County
2018,46137,01091,105,Ziebach County,Marengo County
2019,32019,46137,728,Lyon County,Ziebach County
2019,46137,13159,210,Ziebach County,Jasper County
2019,46137,27137,110,Ziebach County,St. Louis County
2020,46137,46109,259,Ziebach County,Roberts County
2020,27045,46137,577,Fillmore County,Ziebach County
2020,12123,46137,140,Taylor County,Ziebach County
2018,46063,30039,377,Harding County,Granite County
2018,47021,46063,231,Cheatham County,Harding County
2018,30001,46063,675,Beaverhead County,Harding County
2019,46063,54039,187,Harding County,Kanawha County
2019,46063,50005,200,Harding County,Caledonia County
2019,46063,29139,959,Harding County,Montgomery County
2020,46063,42073,85,Harding County,Lawrence County
2020,46063,22011,182,Harding County,Beauregard Parish
2018,47137,28063,636,Pickett County,Jefferson County
2018,47137,47053,996,Pickett County,Gibson County
2019,40095,47137,834,Marshall County,Pickett County
2019,16007,47137,480,Bear Lake County,Pickett County
2019,13199,47137,294,Meriwether County,Pickett County
2019,31079,47137,930,Hall County,Pickett County
2019,13105,47137,100,Elbert County,Pickett County
2020,47137,16069,549,Pickett County,Nez Perce County
2020,05139,47137,473,Union County,Pickett County
2020,04015,47137,110,Mohave County,Pickett County
2020,47137,17085,858,Pickett County,Jo Daviess County
2020,47137,56017,678,Pickett County,Hot Springs County
2018,20001,47045,392,Allen County,Dyer County
2018,47137,47045,596,Pickett County,Dyer County
2018,35039,47045,924,Rio Arriba County,Dyer County
2019,55057,47045,597,Juneau County,Dyer County
2019,47045,30001,617,Dyer County,Beaverhead County
2020,40107,47045,33,Okfuskee County,Dyer County
2020,47045,24013,526,Dyer County,Carroll County
2020,54025,47045,763,Greenbrier County,Dyer County
2018,45053,47145,996,Jasper County,Roane County
2018,47145,12011,480,Roane County,Broward County
2019,47145,55069,153,Roane County,Lincoln County
2019,31145,47145,14,Red Willow County,Roane County
2019,02164,47145,477,Lake and Peninsula Borough,Roane County
2020,47145,31089,247,Roane County,Holt County
2020,36025,47145,843,Delaware County,Roane County
2020,47145,17135,568,Roane County,Montgomery County
2020,47145,05009,789,Roane County,Boone County
2020,28021,47145,623,Claiborne County,Roane County
2018,47147,16075,427,Robertson County,Payette County
2018,47147,24019,783,Robertson County,Dorchester County
2018,19125,47147,16,Marion County,Robertson County
2018,18145,47147,192,Shelby County,Robertson County
2019,47147,56017,497,Robertson County,Hot Springs County
2019,38065,47147,914,Oliver County,Robertson County
2019,33007,47147,449,Coos County,Robertson County
2020,47147,47145,674,Robertson County,Roane County
2020,47147,21129,105,Robertson County,Lee County
2018,47001,25017,636,Anderson County,Middlesex County
2018,47001,05009,783,Anderson County,Boone County
2018,20095,47001,607,Kingman County,Anderson County
2018,47001,55021,345,Anderson County,Columbia County
2018,47001,55021,482,Anderson County,Columbia County
2019,17001,47001,436,Adams County,Anderson County
2019,02110,47001,848,Juneau City and Borough,Anderson County
2019,56003,47001,558,Big Horn County,Anderson County
2020,47001,72001,52,Anderson County,Adjuntas Municipio
2020,47001,29023,924,Anderson County,Butler County
2020,47001,05009,975,Anderson County,Boone County
2020,40001,47001,605,Adair County,Anderson County
2018,47053,46137,231,Gibson County,Ziebach County
2018,47053,44009,313,Gibson County,Washington County
2018,47053,01129,389,Gibson County,Washington County
2018,47145,47053,750,Roane County,Gibson County
2019,47053,27037,258,Gibson County,Dakota County
2019,47053,17135,305,Gibson County,Montgomery County
2019,02198,47053,202,Prince of Wales-Hyder Census Area,Gibson County
2019,35001,47053,171,Bernalillo County,Gibson County
2019,04027,47053,688,Yuma County,Gibson County
2020,41027,47053,327,Hood River County,Gibson County
2020,47053,45025,43,Gibson County,Chesterfield County
2020,47053,40001,214,Gibson County,Adair County
2020,44007,47053,678,Providence County,Gibson County
2020,47053,55107,56,Gibson County,Rusk County
2018,47081,16069,17,Hickman County,Nez Perce County
2018,47081,23023,35,Hickman County,Sagadahoc County
2018,24035,47081,873,Queen Anne's County,Hickman County
2018,56031,47081,542,Platte County,Hickman County
2018,47081,10005,687,Hickman County,Sussex County
2019,47081,34035,335,Hickman County,Somerset County
2019,47081,26063,703,Hickman County,Huron County
2020,41063,47081,440,Wallowa County,Hickman County
2020,24035,47081,384,Queen Anne's County,Hickman County
2020,47081,23031,215,Hickman County,York County
2020,47081,13315,817,Hickman County,Wilcox County
2020,12075,47081,122,Levy County,Hickman County
2018,47085,05123,723,Humphreys County,St. Francis County
2018,47085,09005,631,Humphreys County,Litchfield County
2018,47085,55037,46,Humphreys County,Florence County
2018,24003,47085,841,Anne Arundel County,Humphreys County
2019,08049,47085,859,Grand County,Humphreys County
2019,47085,48013,474,Humphreys County,Atascosa County
2019,47085,54027,921,Humphreys County,Hampshire County
2019,28001,47085,356,Adams County,Humphreys County
2019,37167,47085,480,Stanly County,Humphreys County
2020,34003,47085,69,Bergen County,Humphreys County
2020,45009,47085,850,Bamberg County,Humphreys County
2018,17021,47021,756,Christian County,Cheatham County
2018,40057,47021,578,Harmon County,Cheatham County
2018,47021,53061,898,Cheatham County,Snohomish County
2018,72067,47021,720,Hormigueros Municipio,Cheatham County
2018,46063,47021,271,Harding County,Cheatham County
2019,23029,47021,565,Washington County,Cheatham County
2019,08023,47021,998,Costilla County,Cheatham County
2020,47021,35031,578,Cheatham County,McKinley County
2020,47021,38083,115,Cheatham County,Sheridan County
2020,20021,47021,783,Cherokee County,Cheatham County
2020,47021,55009,128,Cheatham County,Brown County
2020,33009,47021,893,Grafton County,Cheatham County
2018,45025,47091,543,Chesterfield County,Johnson County
2018,47091,12027,202,Johnson County,DeSoto County
2019,26021,47091,207,Berrien County,Johnson County
2019,02150,47091,21,Kodiak Island Borough,Johnson County
2020,47091,26045,568,Johnson County,Eaton County
2020,47091,42091,310,Johnson County,Montgomery County
2020,47091,33011,206,Johnson County,Hillsborough County
2020,47091,53013,894,Johnson County,Columbia County
2020,19169,47091,438,Story County,Johnson County
2018,48381,19037,848,Randall County,Chickasaw County
2018,48381,27053,449,Randall County,Hennepin County
2018,48381,32019,758,Randall County,Lyon County
2018,48381,40101,125,Randall County,Muskogee County
2018,48381,22073,720,Randall County,Ouachita Parish
2019,48381,12091,630,Randall County,Okaloosa County
2019,16017,48381,917,Bonner County,Randall County
2019,48381,26001,715,Randall County,Alcona County
2019,05129,48381,207,Searcy County,Randall County
2019,24003,48381,902,Anne Arundel County,Randall County
2020,13159,48381,376,Jasper County,Randall County
2020,48381,20095,835,Randall County,Kingman County
2020,08121,48381,245,Washington County,Randall County
2020,37021,48381,44,Buncombe County,Randall County
2018,48013,25005,760,Atascosa County,Bristol County
2018,45071,48013,141,Newberry County,Atascosa County
2018,09005,48013,618,Litchfield County,Atascosa County
2018,48013,51087,27,Atascosa County,Henrico County
2018,30027,48013,737,Fergus County,Atascosa County
2019,48013,20107,465,Atascosa County,Linn County
2019,48013,18053,755,Atascosa County,Grant County
2019,48013,25019,138,Atascosa County,Nantucket County
2020,48013,05123,556,Atascosa County,St. Francis County
2020,27009,48013,580,Benton County,Atascosa County
2020,48013,16007,306,Atascosa County,Bear Lake County
2020,48013,33013,704,Atascosa County,Merrimack County
2018,55009,48159,835,Brown County,Franklin County
2018,48159,20091,499,Franklin County,Johnson County
2018,48159,27137,796,Franklin County,St. Louis County
2018,48159,16025,982,Franklin County,Camas County
2019,48159,37045,594,Franklin County,Cleveland County
2019,37021,48159,718,Buncombe County,Franklin County
2019,48159,18081,143,Franklin County,Johnson County
2019,48159,13191,199,Franklin County,McIntosh County
2020,48159,16073,947,Franklin County,Owyhee County
2020,55025,48159,525,Dane County,Franklin County
2018,37107,48411,790,Lenoir County,San Saba County
2018,01009,48411,139,Blount County,San Saba County
2018,48411,56019,407,San Saba County,Johnson County
2018,48411,46137,944,San Saba County,Ziebach County
2018,02164,48411,873,Lake and Peninsula Borough,San Saba County
2019,39053,48411,719,Gallia County,San Saba County
2019,16009,48411,955,Benewah County,San Saba County
2019,48411,36113,126,San Saba County,Warren County
2020,48411,26061,935,San Saba County,Houghton County
2020,48411,22117,443,San Saba County,Washington Parish
2020,48411,22025,437,San Saba County,Catahoula Parish
2020,48411,20131,392,San Saba County,Nemaha County
2018,48235,26025,527,Irion County,Calhoun County
2018,04003,48235,552,Cochise County,Irion County
2018,05127,48235,25,Scott County,Irion County
2018,46003,48235,245,Aurora County,Irion County
2019,48235,45051,742,Irion County,Horry County
2019,48235,12027,482,Irion County,DeSoto County
2020,48235,19129,369,Irion County,Mills County
2020,08103,48235,618,Rio Blanco County,Irion County
2020,27009,48235,321,Benton County,Irion County
2020,37161,48235,149,Rutherford County,Irion County
2020,48235,32019,289,Irion County,Lyon County
2018,18145,48371,972,Shelby County,Pecos County
2018,50019,48371,766,Orleans County,Pecos County
2018,48371,33001,577,Pecos County,Belknap County
2018,09003,48371,375,Hartford County,Pecos County
2019,37079,48371,848,Greene County,Pecos County
2019,48371,19191,593,Pecos County,Winneshiek County
2020,39021,48371,695,Champaign County,Pecos County
2020,48371,29163,755,Pecos County,Pike County
2020,45007,48371,377,Anderson County,Pecos County
2020,34017,48371,982,Hudson County,Pecos County
2020,13199,48371,577,Meriwether County,Pecos County
2018,48403,26021,405,Sabine County,Berrien County
2018,19001,48403,719,Adair County,Sabine County
2019,48403,27001,777,Sabine County,Aitkin County
2019,19169,48403,37,Story County,Sabine County
2020,08031,48403,845,Denver County,Sabine County
2020,05139,48403,696,Union County,Sabine County
2020,48403,06093,270,Sabine County,Siskiyou County
2020,28037,48403,505,Franklin County,Sabine County
2018,30101,48335,317,Toole County,Mitchell County
2018,48335,56001,231,Mitchell County,Albany County
2018,41061,48335,493,Union County,Mitchell County
2019,01073,48335,348,Jefferson County,Mitchell County
2019,36119,48335,407,Westchester County,Mitchell County
2020,31089,48335,400,Holt County,Mitchell County
2020,53061,48335,849,Snohomish County,Mitchell County
2020,48335,18135,967,Mitchell County,Randolph County
2020,02282,48335,987,Yakutat City and Borough,Mitchell County
2020,48335,19085,220,Mitchell County,Harrison County
2018,48019,38065,284,Bandera County,Oliver County
2018,39153,48019,795,Summit County,Bandera County
2019,48019,26063,704,Bandera County,Huron County
2019,30089,48019,610,Sanders County,Bandera County
2019,48019,28057,788,Bandera County,Itawamba County
2020,48019,47085,663,Bandera County,Humphreys County
2020,01073,48019,806,Jefferson County,Bandera County
2018,22011,48061,825,Beauregard Parish,Cameron County
2018,04005,48061,34,Coconino County,Cameron County
2018,48061,44009,527,Cameron County,Washington County
2018,50019,48061,330,Orleans County,Cameron County
2018,04009,48061,716,Graham County,Cameron County
2019,48061,09009,191,Cameron County,New Haven County
2019,38065,48061,180,Oliver County,Cameron County
2020,25001,48061,529,Barnstable County,Cameron County
2020,49025,48061,996,Kane County,Cameron County
2020,48061,28061,294,Cameron County,Jasper County
2020,27045,48061,591,Fillmore County,Cameron County
2018,05021,49055,810,Clay County,Wayne County
2018,24029,49055,958,Kent County,Wayne County
2019,48381,49055,901,Randall County,Wayne County
2019,49025,49055,605,Kane County,Wayne County
2019,49055,12027,771,Wayne County,DeSoto County
2020,47021,49055,298,Cheatham County,Wayne County
2020,30011,49055,596,Carter County,Wayne County
2020,49055,45007,905,Wayne County,Anderson County
2018,45051,49033,40,Horry County,Rich County
2018,28021,49033,508,Claiborne County,Rich County
2018,50011,49033,819,Franklin County,Rich County
2019,34031,49033,945,Passaic County,Rich County
2019,24003,49033,611,Anne Arundel County,Rich County
2019,42073,49033,43,Lawrence County,Rich County
2019,09015,49033,123,Windham County,Rich County
2019,49033,12027,98,Rich County,DeSoto County
2020,49033,50025,507,Rich County,Windham County
2020,34007,49033,200,Camden County,Rich County
2020,49033,04025,448,Rich County,Yavapai County
2020,04027,49033,417,Yuma County,Rich County
2018,49025,21111,914,Kane County,Jefferson County
2018,42081,49025,161,Lycoming County,Kane County
2019,49025,13105,806,Kane County,Elbert County
2019,47021,49025,929,Cheatham County,Kane County
2019,31145,49025,606,Red Willow County,Kane County
2019,40133,49025,544,Seminole County,Kane County
2020,49025,18081,915,Kane County,Johnson County
2020,20129,49025,968,Morton County,Kane County
2020,32023,49025,55,Nye County,Kane County
2020,49025,50003,260,Kane County,Bennington County
2018,46003,49045,593,Aurora County,Tooele County
2018,31053,49045,319,Dodge County,Tooele County
2018,49045,40009,941,Tooele County,Beckham County
2018,20209,49045,515,Wyandotte County,Tooele County
2019,49045,13159,393,Tooele County,Jasper County
2019,49045,56017,173,Tooele County,Hot Springs County
2019,42081,49045,177,Lycoming County,Tooele County
2019,48335,49045,216,Mitchell County,Tooele County
2020,28001,49045,681,Adams County,Tooele County
2020,49019,49045,249,Grand County,Tooele County
2018,27135,49017,275,Roseau County,Garfield County
2018,27053,49017,338,Hennepin County,Garfield County
2019,49017,48381,257,Garfield County,Randall County
2019,49017,46129,260,Garfield County,Walworth County
2019,49017,21081,584,Garfield County,Grant County
2020,16007,49017,364,Bear Lake County,Garfield County
2020,49017,46137,54,Garfield County,Ziebach County
2020,31081,49017,892,Hamilton County,Garfield County
2020,06105,49017,891,Trinity County,Garfield County
2020,49017,41061,677,Garfield County,Union County
2018,51025,49019,404,Brunswick County,Grand County
2018,49019,45079,181,Grand County,Richland County
2018,15001,49019,198,Hawaii County,Grand County
2018,49019,51145,36,Grand County,Powhatan County
2019,19195,49019,332,Worth County,Grand County
2019,49019,46027,664,Grand County,Clay County
2019,49019,45089,223,Grand County,Williamsburg County
2019,49019,19001,676,Grand County,Adair County
2020,15005,49019,559,Kalawao County,Grand County
2020,37107,49019,178,Lenoir County,Grand County
2020,33013,49019,379,Merrimack County,Grand County
2020,18001,49019,694,Adams County,Grand County
2020,49019,30027,72,Grand County,Fergus County
2018,49043,51145,940,Summit County,Powhatan County
2018,49043,04011,386,Summit County,Greenlee County
2018,36001,49043,720,Albany County,Summit County
2019,35059,49043,952,Union County,Summit County
2019,49043,25019,434,Summit County,Nantucket County
2019,49043,27037,492,Summit County,Dakota County
2019,49043,35059,895,Summit County,Union County
2019,26009,49043,826,Antrim County,Summit County
2020,49043,37089,830,Summit County,Henderson County
2020,35028,49043,112,Los Alamos County,Summit County
2020,49043,04025,626,Summit County,Yavapai County
2020,49043,49025,175,Summit County,Kane County
2020,12083,49043,707,Marion County,Summit County
2018,29021,49001,684,Buchanan County,Beaver County
2018,53067,49001,254,Thurston County,Beaver County
2019,49001,09011,319,Beaver County,New London County
2019,46129,49001,70,Walworth County,Beaver County
2020,49001,08121,342,Beaver County,Washington County
2020,49001,23027,392,Beaver County,Waldo County
2018,49053,32019,543,Washington County,Lyon County
2018,49053,26037,343,Washington County,Clinton County
2019,39021,49053,983,Champaign County,Washington County
2019,49053,06105,796,Washington County,Trinity County
2020,49053,35031,200,Washington County,McKinley County
2020,49053,20061,805,Washington County,Geary County
2020,49053,29095,32,Washington County,Jackson County
2020,49053,37107,656,Washington County,Lenoir County
2020,49053,19085,122,Washington County,Harrison County
2018,37167,49027,293,Stanly County,Millard County
2018,49027,30053,580,Millard County,Lincoln County
2018,49027,29081,623,Millard County,Harrison County
2018,49027,31081,999,Millard County,Hamilton County
2019,49027,17095,1000,Millard County,Knox County
2019,44003,49027,660,Kent County,Millard County
2019,49027,12035,101,Millard County,Flagler County
2019,49027,48013,163,Millard County,Atascosa County
2019,28037,49027,667,Franklin County,Millard County
2020,49027,04011,881,Millard County,Greenlee County
2020,49027,16075,655,Millard County,Payette County
2020,54011,49027,413,Cabell County,Millard County
2020,49027,16017,960,Millard County,Bonner County
2018,50019,49055,543,Orleans County,Wayne County
2018,04009,50019,249,Graham County,Orleans County
2018,30025,50019,255,Fallon County,Orleans County
2019,50019,53013,702,Orleans County,Columbia County
2019,39021,50019,680,Champaign County,Orleans County
2019,50019,54087,480,Orleans County,Roane County
2019,50019,34023,191,Orleans County,Middlesex County
2019,50019,72067,918,Orleans County,Hormigueros Municipio
2020,32019,50019,703,Lyon County,Orleans County
2020,41017,50019,364,Deschutes County,Orleans County
2020,56019,50019,960,Johnson County,Orleans County
2020,25003,50019,36,Berkshire County,Orleans County
2018,50023,04001,467,Washington County,Apache County
2018,17091,50023,455,Kankakee County,Washington County
2019,04005,50023,624,Coconino County,Washington County
2019,50023,23003,19,Washington County,Aroostook County
2019,50023,13199,389,Washington County,Meriwether County
2020,50023,29133,735,Washington County,Mississippi County
2020,56017,50023,751,Hot Springs County,Washington County
2018,27045,50001,359,Fillmore County,Addison County
2018,09011,50001,360,New London County,Addison County
2019,50001,42091,434,Addison County,Montgomery County
2019,53013,50001,928,Columbia County,Addison County
2020,50001,28063,368,Addison County,Jefferson County
2020,25011,50001,142,Franklin County,Addison County
2018,50009,50025,145,Essex County,Windham County
2018,50025,49017,202,Windham County,Garfield County
2018,50025,27053,746,Windham County,Hennepin County
2018,36051,50025,448,Livingston County,Windham County
2019,18053,50025,589,Grant County,Windham County
2019,50025,12009,847,Windham County,Brevard County
2019,18053,50025,442,Grant County,Windham County
2019,50025,17021,204,Windham County,Christian County
2020,16025,50025,607,Camas County,Windham County
2020,50025,49001,517,Windham County,Beaver County
2020,50025,12027,530,Windham County,DeSoto County
2020,22051,50025,676,Jefferson Parish,Windham County
2018,38011,50011,933,Bowman County,Franklin County
2018,50011,51087,286,Franklin County,Henrico County
2018,39021,50011,166,Champaign County,Franklin County
2019,09001,50011,944,Fairfield County,Franklin County
2019,31111,50011,393,Lincoln County,Franklin County
2020,05057,50011,765,Hempstead County,Franklin County
2020,34035,50011,983,Somerset County,Franklin County
2018,50017,24029,911,Orange County,Kent County
2018,50017,19085,578,Orange County,Harrison County
2018,20091,50017,200,Johnson County,Orange County
2018,32029,50017,965,Storey County,Orange County
2018,50017,53053,111,Orange County,Pierce County
2019,50017,05123,408,Orange County,St. Francis County
2019,50017,72021,610,Orange County,Bayamón Municipio
2019,17091,50017,585,Kankakee County,Orange County
2020,08031,50017,228,Denver County,Orange County
2020,50017,47045,935,Orange County,Dyer County
2018,50005,26037,425,Caledonia County,Clinton County
2018,50005,49043,358,Caledonia County,Summit County
2018,50005,42123,52,Caledonia County,Warren County
2018,50005,34037,698,Caledonia County,Sussex County
2019,39053,50005,370,Gallia County,Caledonia County
2019,13105,50005,915,Elbert County,Caledonia County
2019,50005,21111,921,Caledonia County,Jefferson County
2020,19037,50005,909,Chickasaw County,Caledonia County
2020,41033,50005,729,Josephine County,Caledonia County
2020,01129,50005,473,Washington County,Caledonia County
2018,72097,50003,144,Mayagüez Municipio,Bennington County
2018,50019,50003,283,Orleans County,Bennington County
2018,50003,06025,961,Bennington County,Imperial County
2019,50011,50003,18,Franklin County,Bennington County
2019,50003,51083,994,Bennington County,Halifax County
2019,26063,50003,723,Huron County,Bennington County
2020,23023,50003,120,Sagadahoc County,Bennington County
2020,50003,33013,445,Bennington County,Merrimack County
2020,04001,50003,713,Apache County,Bennington County
2018,51700,50027,834,Newport News city,Windsor County
2018,41025,50027,169,Harney County,Windsor County
2019,38083,50027,826,Sheridan County,Windsor County
2019,25001,50027,631,Barnstable County,Windsor County
2020,50027,21053,390,Windsor County,Clinton County
2020,50027,29023,396,Windsor County,Butler County
2020,21129,50027,142,Lee County,Windsor County
2020,05057,50027,620,Hempstead County,Windsor County
2018,50009,28009,696,Essex County,Benton County
2018,45079,50009,520,Richland County,Essex County
2018,04017,50009,191,Navajo County,Essex County
2018,50009,37141,306,Essex County,Pender County
2019,09009,50009,598,New Haven County,Essex County
2019,19129,50009,645,Mills County,Essex County
2019,72153,50009,272,Yauco Municipio,Essex County
2019,34035,50009,583,Somerset County,Essex County
2019,22033,50009,42,East Baton Rouge Parish,Essex County
2020,40009,50009,998,Beckham County,Essex County
2020,50009,17085,857,Essex County,Jo Daviess County
2018,51105,09005,804,Lee County,Litchfield County
2018,05025,51105,692,Cleveland County,Lee County
2018,51105,01073,812,Lee County,Jefferson County
2019,51105,37089,540,Lee County,Henderson County
2019,51105,19125,268,Lee County,Marion County
2020,51105,23019,822,Lee County,Penobscot County
2020,26021,51105,918,Berrien County,Lee County
2018,51145,12075,860,Powhatan County,Levy County
2018,51145,50025,402,Powhatan County,Windham County
2018,41053,51145,223,Polk County,Powhatan County
2019,15009,51145,606,Maui County,Powhatan County
2019,51145,32031,72,Powhatan County,Washoe County
2019,51145,21095,782,Powhatan County,Harlan County
2020,21009,51145,152,Barren County,Powhatan County
2020,51145,09005,517,Powhatan County,Litchfield County
2018,42033,51065,655,Clearfield County,Fluvanna County
2018,51065,30101,990,Fluvanna County,Toole County
2018,37045,51065,939,Cleveland County,Fluvanna County
2018,17021,51065,747,Christian County,Fluvanna County
2019,51065,56003,503,Fluvanna County,Big Horn County
2019,51065,22033,871,Fluvanna County,East Baton Rouge Parish
2019,16073,51065,446,Owyhee County,Fluvanna County
2019,56005,51065,258,Campbell County,Fluvanna County
2020,39001,51065,293,Adams County,Fluvanna County
2020,16017,51065,648,Bonner County,Fluvanna County
2020,51065,34023,638,Fluvanna County,Middlesex County
2020,26009,51065,781,Antrim County,Fluvanna County
2018,51087,41053,635,Henrico County,Polk County
2018,51087,36113,721,Henrico County,Warren County
2018,35001,51087,257,Bernalillo County,Henrico County
2019,51087,40095,692,Henrico County,Marshall County
2019,56017,51087,225,Hot Springs County,Henrico County
2019,51087,35015,59,Henrico County,Eddy County
2020,04009,51087,317,Graham County,Henrico County
2020,20095,51087,27,Kingman County,Henrico County
2020,51087,23027,94,Henrico County,Waldo County
2020,20021,51087,771,Cherokee County,Henrico County
2020,33017,51087,148,Strafford County,Henrico County
2018,51700,13199,740,Newport News city,Meriwether County
2018,51700,72153,368,Newport News city,Yauco Municipio
2018,51700,04005,835,Newport News city,Coconino County
2018,17181,51700,41,Union County,Newport News city
2019,17091,51700,414,Kankakee County,Newport News city
2019,47091,51700,728,Johnson County,Newport News city
2020,51700,39153,770,Newport News city,Summit County
2020,56003,51700,226,Big Horn County,Newport News city
2018,51163,06001,479,Rockbridge County,Alameda County
2018,19037,51163,524,Chickasaw County,Rockbridge County
2019,41025,51163,137,Harney County,Rockbridge County
2019,56035,51163,868,Sublette County,Rockbridge County
2020,51163,40091,739,Rockbridge County,McIntosh County
2020,51163,32019,774,Rockbridge County,Lyon County
2020,51163,32029,253,Rockbridge County,Storey County
2018,51790,44005,563,Staunton city,Newport County
2018,24021,51790,729,Frederick County,Staunton city
2018,51790,26057,405,Staunton city,Gratiot County
2018,51790,25019,563,Staunton city,Nantucket County
2019,51790,24019,692,Staunton city,Dorchester County
2019,51790,13287,24,Staunton city,Turner County
2019,51790,04017,884,Staunton city,Navajo County
2019,51790,35023,213,Staunton city,Hidalgo County
2020,02164,51790,148,Lake and Peninsula Borough,Staunton city
2020,51790,54063,632,Staunton city,Monroe County
2020,51790,37141,789,Staunton city,Pender County
2020,51790,40091,834,Staunton city,McIntosh County
2018,10003,51115,696,New Castle County,Mathews County
2018,51115,47147,698,Mathews County,Robertson County
2019,55123,51115,290,Vernon County,Mathews County
2019,40091,51115,298,McIntosh County,Mathews County
2020,22001,51115,45,Acadia Parish,Mathews County
2020,51115,50003,644,Mathews County,Bennington County
2020,51115,34033,304,Mathews County,Salem County
2020,51115,02013,640,Mathews County,Aleutians East Borough
2020,34007,51115,349,Camden County,Mathews County
2018,18045,51083,663,Fountain County,Halifax County
2018,22033,51083,344,East Baton Rouge Parish,Halifax County
2018,51083,23031,850,Halifax County,York County
2019,51083,10003,550,Halifax County,New Castle County
2019,01073,51083,698,Jefferson County,Halifax County
2019,51083,33005,774,Halifax County,Cheshire County
2019,33019,51083,344,Sullivan County,Halifax County
2020,30039,51083,749,Granite County,Halifax County
2020,22089,51083,246,St. Charles Parish,Halifax County
2020,54099,51083,544,Wayne County,Halifax County
2020,51083,08011,648,Halifax County,Bent County
2018,08023,51025,980,Costilla County,Brunswick County
2018,08115,51025,693,Sedgwick County,Brunswick County
2019,40057,51025,10,Harmon County,Brunswick County
2019,01129,51025,233,Washington County,Brunswick County
2020,45051,51025,747,Horry County,Brunswick County
2020,51025,19081,220,Brunswick County,Hancock County
2020,51025,20107,915,Brunswick County,Linn County
2018,37161,53067,765,Rutherford County,Thurston County
2018,32003,53067,865,Clark County,Thurston County
2018,53067,23017,476,Thurston County,Oxford County
2018,53067,28063,870,Thurston County,Jefferson County
2019,51145,53067,885,Powhatan County,Thurston County
2019,53067,55025,441,Thurston County,Dane County
2019,04001,53067,377,Apache County,Thurston County
2019,53067,42081,219,Thurston County,Lycoming County
2019,15005,53067,814,Kalawao County,Thurston County
2020,12035,53067,37,Flagler County,Thurston County
2020,53067,21089,79,Thurston County,Greenup County
2018,11001,53073,49,District of Columbia,Whatcom County
2018,53073,49019,450,Whatcom County,Grand County
2019,47147,53073,194,Robertson County,Whatcom County
2019,49019,53073,370,Grand County,Whatcom County
2019,24045,53073,964,Wicomico County,Whatcom County
2019,53073,22051,288,Whatcom County,Jefferson Parish
2019,46129,53073,344,Walworth County,Whatcom County
2020,45009,53073,214,Bamberg County,Whatcom County
2020,53073,41043,607,Whatcom County,Linn County
2020,48013,53073,940,Atascosa County,Whatcom County
